,cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report,party,Unnamed: 10
856,8741,5111514,Brett Miller,PA,HOUSE,41,STEVE AND LYNN KAMBIC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930062-PA-MILLER-BRETT-R,Not in Open States,
857,8742,5111514,Brett Miller,PA,HOUSE,41,WARWICK SCHOOL DISTRICT,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930062-PA-MILLER-BRETT-R,Not in Open States,
858,8594,5130347,Florindo Fabrizio,PA,HOUSE,2,HOLLYWOOD CASINO,GAMBLING & CASINOS,https://apps.publicintegrity.org/disclosure/documents/3929818-PA-FABRIZIO-FLORINDO-J-FLO,Not in Open States,
859,8595,5130347,Florindo Fabrizio,PA,HOUSE,2,PRESQUE ISLE DOWNS AND CASINO,GAMBLING & CASINOS,https://apps.publicintegrity.org/disclosure/documents/3929818-PA-FABRIZIO-FLORINDO-J-FLO,Not in Open States,
860,8419,5142658,Tim Knopp,OR,SENATE,27,BUILDING PARTNERS FOR AFFORDABLE HOUSING,HEALTH & WELFARE POLICY,https://apps.publicintegrity.org/disclosure/documents/3931008-OR-KNOPP-TIM,Republican,
861,8420,5142658,Tim Knopp,OR,SENATE,27,CENTRAL OREGON BUILDERS ASSOCIATION,GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3931008-OR-KNOPP-TIM,Republican,
862,4483,5144322,Mary Washington,MD,HOUSE,43,"CIVIC WORKS, INC",WELFARE/SOCIAL WORK,https://apps.publicintegrity.org/disclosure/documents/3926463-MD-WASHINGTON-MARY-LYNN,Not in Open States,
863,10450,5144708,Christopher Peace,VA,HOUSE,97,LAW OFFICE OF CHRISTOPHER PEACE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3931554-VA-PEACE-CHRISTOPHER-K,Not in Open States,
864,10451,5144708,Christopher Peace,VA,HOUSE,97,SMITHFIELD FOODS,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3931554-VA-PEACE-CHRISTOPHER-K,Not in Open States,
865,8746,5186780,Dan Moul,PA,HOUSE,91,MK PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930067-PA-MOUL-DAN,Republican,
866,8747,5186780,Dan Moul,PA,HOUSE,91,MOUL RENTAL PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930067-PA-MOUL-DAN,Republican,
867,7858,5218175,Robert Oaks,NY,ASSEMBLY,130,ROBERT C. OAKS INSURANCE AGENCY,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930380-NY-OAKS-ROBERT-C,Not in Open States,
868,7745,5220614,Steven Englebright,NY,ASSEMBLY,4,SUNY AT STONY BROOK,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3929603-NY-ENGLEBRIGHT-STEVEN,Not in Open States,
869,7859,5220718,Daniel Odonnell,NY,ASSEMBLY,69,LAW OFFICE OF DANIEL O'DONNELL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930390-NY-ODONNELL-DANIEL-J,Not in Open States,
870,8366,5262947,Alan Bates,OR,SENATE,3,APP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930847-OR-BATES-ALAN-C,Not in Open States,
871,8398,5281005,Fred Girod,OR,SENATE,9,GIROD INVESTMENTS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930942-OR-GIROD-FRED-F,Republican,
872,8399,5281005,Fred Girod,OR,SENATE,9,VINTAGE INVESTMENTS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930942-OR-GIROD-FRED-F,Republican,
873,8465,5282320,Douglas Whitsett,OR,SENATE,28,SUNSET RIDGE FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3929594-OR-WHITSETT-DOUGLAS-K,Not in Open States,
874,4326,5299572,Marvin Jr Holmes,MD,HOUSE,023B,"MEHOLMES ENTERPRISES, INC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927914-MD-HOLMES-JR-MARVIN-E,Not in Open States,
875,4327,5299572,Marvin Jr Holmes,MD,HOUSE,023B,"THE PINER GROUP, INC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927914-MD-HOLMES-JR-MARVIN-E,Not in Open States,
876,4350,5304165,Nancy King,MD,SENATE,39,N. KING MARKETING LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927963-MD-KING-NANCY-J,Not in Open States,
877,4351,5304165,Nancy King,MD,SENATE,39,NANCY KING CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927963-MD-KING-NANCY-J,Not in Open States,
878,9049,5314311,Leonidas Raptakis,RI,SENATE,33,ANR CONSULTING GROUP LLC,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930762-RI-RAPTAKIS-LEONIDAS-P,Not in Open States,
879,9050,5314311,Leonidas Raptakis,RI,SENATE,33,COVENTRY SCHOOL DEPARTMENT,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930762-RI-RAPTAKIS-LEONIDAS-P,Not in Open States,
880,9051,5314311,Leonidas Raptakis,RI,SENATE,33,"VENUS PIZZA, INC.",FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3930762-RI-RAPTAKIS-LEONIDAS-P,Not in Open States,
881,8562,5319727,Sheryl Delozier,PA,HOUSE,88,PENNSYLVANIA STATE UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3929766-PA-DELOZIER-SHERYL-M,Not in Open States,
882,7860,5320262,Thomas Omara,NY,SENATE,58,BARCLAY DAMON LLP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930405-NY-OMARA-THOMAS-F-TOM,Not in Open States,
883,8796,5361987,Harry Readshaw,PA,HOUSE,36,"READSHAW FUNERAL HOME, INC.",MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930135-PA-READSHAW-HARRY,Democratic,
884,8850,5390910,John Taylor,PA,HOUSE,177,"ARCHER AND GREINER, PC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930232-PA-TAYLOR-JOHN-J,Republican,
885,7848,5413103,Joseph Morelle,NY,ASSEMBLY,136,"VAYMONT VENTURES, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930327-NY-MORELLE-JOSEPH-D,Democratic,
886,8906,5426553,Don White,PA,SENATE,41,AMERITAS INVESTMENT,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
887,8907,5426553,Don White,PA,SENATE,41,AMERITAS LIFE INSURANCE CORP,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
888,8908,5426553,Don White,PA,SENATE,41,ENERGY CORPORATION OF AMERICA,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
889,8909,5426553,Don White,PA,SENATE,41,PRINCIPAL LIFE INSURANCE CORP,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
890,8910,5426553,Don White,PA,SENATE,41,"TUCKER JOHNSTON AND SMELZER, INC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
891,8911,5426553,Don White,PA,SENATE,41,UNITEDHEALTH GROUP,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
892,8912,5426553,Don White,PA,SENATE,41,UNUM LIFE INS CO OF AMERICA,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930295-PA-WHITE-DON,Not in Open States,
893,4421,5434772,Douglas Peters,MD,SENATE,23,LEGAL RECORDS RETENTION,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3928126-MD-PETERS-DOUGLAS-J-J,Not in Open States,
894,4422,5434772,Douglas Peters,MD,SENATE,23,METROPOLITAN ARCHIVES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928126-MD-PETERS-DOUGLAS-J-J,Not in Open States,
895,4258,5461457,Jim Brochin,MD,SENATE,42,USI INSURANCE SERVIES,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927763-MD-BROCHIN-JIM,Not in Open States,
896,4252,5475668,Pamela Beidle,MD,HOUSE,32,ARUNDEL FEDERAL SAVINGS BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3927754-MD-BEIDLE-PAMELA-G,Not in Open States,
897,4253,5475668,Pamela Beidle,MD,HOUSE,32,"BEIDLE INSURANCE AGENCY, INC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927754-MD-BEIDLE-PAMELA-G,Not in Open States,
898,4254,5475668,Pamela Beidle,MD,HOUSE,32,"GLEN OAK PROFESSIONAL CENTER, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927754-MD-BEIDLE-PAMELA-G,Not in Open States,
899,8425,5492479,Jeff Kruse,OR,SENATE,1,KRUSE FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3931022-OR-KRUSE-JEFF,Republican,
900,11210,5505410,John Overington,WV,HOUSE,62,BESLEY + RODGERS INC,FORESTRY & FOREST PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3931483-WV-OVERINGTON-JOHN,Republican,
901,7946,5524035,Kenneth Jr Zebrowski,NY,ASSEMBLY,96,BRAUNFOTEL AND FRENDEL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3929624-NY-ZEBROWSKI-JR-KENNETH-P,Not in Open States,
902,8705,5527720,John Maher,PA,HOUSE,40,CENTRIC BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3930015-PA-MAHER-JOHN-A,Republican,
903,8707,5527720,John Maher,PA,HOUSE,40,SOLE PROPRIETOR CPA,ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3930015-PA-MAHER-JOHN-A,Republican,
904,7832,5573324,William Magnarelli,NY,ASSEMBLY,129,GO ORANGE REALTY PARTNERSHIP,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930195-NY-MAGNARELLI-WILLIAM,Democratic,
905,7833,5573324,William Magnarelli,NY,ASSEMBLY,129,"SCOLARO, FETTER, GRIZANTI, MCGOUGH AND KING",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930195-NY-MAGNARELLI-WILLIAM,Democratic,
906,7721,5597234,William Colton,NY,ASSEMBLY,47,SOLE PRACITIONER ATTORNEY,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3929449-NY-COLTON-WILLIAM,Democratic,
907,8608,5617219,Robert Freeman,PA,HOUSE,136,LEHIGH UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3929846-PA-FREEMAN-ROBERT,Democratic,
908,4492,5671133,Robert Zirkin,MD,SENATE,11,ZIRKIN AND SCHMERLING LAW,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926481-MD-ZIRKIN-ROBERT-A,Not in Open States,
909,7919,5681293,Dean Skelos,NY,SENATE,9,"RUSKIN, MOSCOU & FALTISCHEK LAW FIRM",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3929459-NY-SKELOS-DEAN-G,Not in Open States,
910,4280,5687021,Ulysses Currie,MD,SENATE,25,PRINCE GEORGE'S HOSPITAL CENTER,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3927814-MD-CURRIE-ULYSSES,Democratic,
911,10479,5698492,Ralph Smith,VA,SENATE,19,ELECTRIC RAILWAY CORP,MISCELLANEOUS TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3931637-VA-SMITH-RALPH-K,Not in Open States,
912,10480,5698492,Ralph Smith,VA,SENATE,19,RALPH SMITH INC,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3931637-VA-SMITH-RALPH-K,Not in Open States,
913,10481,5698492,Ralph Smith,VA,SENATE,19,RIVER VIEW CORP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3931637-VA-SMITH-RALPH-K,Not in Open States,
914,10461,5699841,Margaret Ransone,VA,HOUSE,99,BEVANS OYSTER COMPANY, INC,FOOD & BEVERAGE,Not in Open States,
915,10418,5703418,Jennifer Mcclellan,VA,HOUSE,71,VERIZON COMMUNICATIONS,TELECOM SERVICES & EQUIPMENT,https://apps.publicintegrity.org/disclosure/documents/3931503-VA-MCCLELLAN-JENNIFER-LEIGH,Not in Open States,
916,10385,5703759,Matthew James,VA,HOUSE,80,PENINSULA COUNCIL FOR WORKFORCE DEVELOPMENT,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931425-VA-JAMES-MATTHEW,Democratic,
917,10474,5704076,Richard Saslaw,VA,SENATE,35,"AMERASIA, LLC",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931618-VA-SASLAW-RICHARD,Not in Open States,
918,10475,5704076,Richard Saslaw,VA,SENATE,35,CHANTILLY ASSOCIATES,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931618-VA-SASLAW-RICHARD,Not in Open States,
919,10407,5704336,Louise L Lucas,VA,SENATE,18,"LUCAS LODGE, LLC",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931485-VA-LUCAS-L-LOUISE,Not in Open States,
920,10408,5704336,Louise L Lucas,VA,SENATE,18,LUCAS TRANSPORTATION,TRUCKING,https://apps.publicintegrity.org/disclosure/documents/3931485-VA-LUCAS-L-LOUISE,Not in Open States,
921,10409,5704336,Louise L Lucas,VA,SENATE,18,NATIONAL EMPLOYMENT AGENCY,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931485-VA-LUCAS-L-LOUISE,Not in Open States,
922,10410,5704336,Louise L Lucas,VA,SENATE,18,PORTSMOUTH DAY SUPPORT,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3931485-VA-LUCAS-L-LOUISE,Not in Open States,
923,10411,5704336,Louise L Lucas,VA,SENATE,18,SOUTHSIDE DIRECT CARE PROVIDER,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931485-VA-LUCAS-L-LOUISE,Not in Open States,
924,4282,5716484,James Sr Degrange,MD,SENATE,32,BALTIMORE WASHINGTON MEDICAL CENTER,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3927821-MD-DEGRANGE-SR-JAMES-E,Not in Open States,
925,4283,5716484,James Sr Degrange,MD,SENATE,32,GLEN BURNIE MUTUAL SAVINGS BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3927821-MD-DEGRANGE-SR-JAMES-E,Not in Open States,
926,10460,5716740,David Ramadan,VA,HOUSE,87,RAMA INTERNATIONAL,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3931587-VA-RAMADAN-DAVID-IMAD,Not in Open States,
927,10339,5738979,Rosalyn Dance,VA,SENATE,16,SUNTRUST BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3931287-VA-DANCE-ROSALYN,Not in Open States,
928,10493,5743657,Scott Surovell,VA,HOUSE,44,SUROVELL ISAACS PETERSEN & LEVY,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3931665-VA-SUROVELL-SCOTT-A,Not in Open States,
929,10452,5743839,Chap Petersen,VA,SENATE,34,SUROVELL ISAAC PETERSEN & LEVY,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3931558-VA-PETERSEN-J-CHAPMAN-CHAP,Not in Open States,
930,10393,5752288,(Rob) Robert Kenneth Jr. Krupicka,VA,HOUSE,45,"CZB, INC.",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931449-VA-KRUPICKA-JR-KENNETH-ROBERT-ROB,Not in Open States,
931,10456,5774483,Brenda Pogge,VA,HOUSE,96,FAMILY FOUNDATION OF VIRGINIA,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3931568-VA-POGGE-BRENDA-L,Not in Open States,
932,1922,5788200,Scott Holcomb,GA,HOUSE,81,SYNERGY GLOBAL VENTURES LLC,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925864-GA-HOLCOMB-M-SCOTT,Democratic,
933,1923,5788200,Scott Holcomb,GA,HOUSE,81,THE HOLCOMB LAW FIRM LLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925864-GA-HOLCOMB-M-SCOTT,Democratic,
934,9805,5788462,Jeffrey Yarbro,TN,SENATE,21,"BASS, BERRY & SIMS",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930746-TN-YARBRO-JEFFREY-PAUL-JEFF,Not in Open States,
935,4485,5796065,Christopher West,MD,HOUSE,042B,"SEMMES, BOWEN AND SEMMES",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926467-MD-WEST-CHRISTOPHER-R-CHRIS,Not in Open States,
936,10420,5798194,Aston Mceachin,VA,SENATE,9,MCEACHIN AND GEE LAW FIRM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3931508-VA-MCEACHIN-A-DONALD,Not in Open States,
937,4288,5801320,Adelaide Eckardt,MD,SENATE,37,TALBOT HOSPICE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927829-MD-ECKARDT-ADELAIDE-C-ADDIE,Not in Open States,
938,10394,5809004,Steven Landes,VA,HOUSE,25,BLUE RIDGE BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3931453-VA-LANDES-R-STEVEN-STEVE,Not in Open States,
939,10449,5818609,Robert Orrock,VA,HOUSE,54,SPOTSYLVANIA COUNTY PUBLIC SCHOOLS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3931552-VA-ORROCK-ROBERT-D-BOBBY,Not in Open States,
940,10346,5820872,James Ii Edmunds,VA,HOUSE,60,EDMUNDS FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3931308-VA-EDMUNDS-II-JAMES-E,Not in Open States,
941,10347,5820872,James Ii Edmunds,VA,HOUSE,60,FUN AT THE FAIR LLC,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931308-VA-EDMUNDS-II-JAMES-E,Not in Open States,
942,10348,5820872,James Ii Edmunds,VA,HOUSE,60,GCR COMPANY,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931308-VA-EDMUNDS-II-JAMES-E,Not in Open States,
943,10349,5820872,James Ii Edmunds,VA,HOUSE,60,YMCA OF HALIFAX COUNTY/SOUTH BOSTON,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931308-VA-EDMUNDS-II-JAMES-E,Not in Open States,
944,10429,5825662,Randall J Minchew,VA,HOUSE,10,"WALSH, COLUCCI, LUBELY AND WALCH PC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3931521-VA-MINCHEW-J-RANDALL-RANDY,Not in Open States,
945,10416,5837396,Taylor Mason,VA,HOUSE,93,VISA,FINANCE & CREDIT COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3931497-VA-MASON-T-MONTY,Not in Open States,
946,4404,5838885,Dan Morhaim,MD,HOUSE,11,HEALTHCARE LIABILTY SOLUTIONS,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3928086-MD-MORHAIM-DAN-K,Not in Open States,
947,4405,5838885,Dan Morhaim,MD,HOUSE,11,TRANSCARE AMBULANCE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928086-MD-MORHAIM-DAN-K,Not in Open States,
948,4406,5838885,Dan Morhaim,MD,HOUSE,11,WHITEHORSE ASSOCIATES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928086-MD-MORHAIM-DAN-K,Not in Open States,
949,10317,5839868,David Bulova,VA,HOUSE,37,AMEC FOSTER WHEELER ENVIRONMENT & INFRASTRUCTURE,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3931232-VA-BULOVA-DAVID-L,Not in Open States,
950,6306,5846194,Neil Kenneth Waddell,NC,HOUSE,46,K+S FARMS LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3928963-NC-WADDELL-KENNETH-NEIL,Not in Open States,
951,6182,5846450,Grier David Iii Martin,NC,HOUSE,34,CANAL HOLDINGS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928777-NC-MARTIN-III-DAVID-GRIER,Not in Open States,
952,6183,5846450,Grier David Iii Martin,NC,HOUSE,34,QUALITY OIL INVESTMENTS LLC,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3928777-NC-MARTIN-III-DAVID-GRIER,Not in Open States,
953,6184,5846450,Grier David Iii Martin,NC,HOUSE,34,THE MAY COMPANY LP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928777-NC-MARTIN-III-DAVID-GRIER,Not in Open States,
954,6028,5847124,Dale William Brisson,NC,HOUSE,22,BRISSON FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3928442-NC-BRISSON-WILLIAM-DALE,Not in Open States,
955,6140,5849427,C. Julia Howard,NC,HOUSE,79,DAVIE BUILDERS,GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3928688-NC-HOWARD-JULIA-C,Not in Open States,
956,6141,5849427,C. Julia Howard,NC,HOUSE,79,HOWARD REALTY,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928688-NC-HOWARD-JULIA-C,Not in Open States,
957,6221,5850289,H. Gary Pendleton,NC,HOUSE,49,MARSH MCLENNAN AGENCY LLC,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3928825-NC-PENDLETON-GARY-H,Not in Open States,
958,6222,5850289,H. Gary Pendleton,NC,HOUSE,49,PENDLETON FINANCIAL CONSULTING INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928825-NC-PENDLETON-GARY-H,Not in Open States,
959,6223,5850289,H. Gary Pendleton,NC,HOUSE,49,PREFERRED PLANNING & INSURANCE INC.,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3928825-NC-PENDLETON-GARY-H,Not in Open States,
960,6165,5852055,Riley Joyce Krawiec,NC,SENATE,31,J & R VENTURES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928737-NC-KRAWIEC-JOYCE-RILEY,Not in Open States,
961,6166,5852055,Riley Joyce Krawiec,NC,SENATE,31,PRIME CAPITAL GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928737-NC-KRAWIEC-JOYCE-RILEY,Not in Open States,
962,6167,5852055,Riley Joyce Krawiec,NC,SENATE,31,PRIME PROPERTY LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928737-NC-KRAWIEC-JOYCE-RILEY,Not in Open States,
963,6277,5852238,Sarah Stevens,NC,HOUSE,90,S&E PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928923-NC-STEVENS-SARAH-S,Republican,
964,6278,5852238,Sarah Stevens,NC,HOUSE,90,STEVENS & BRINTLE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3928923-NC-STEVENS-SARAH-S,Republican,
965,6279,5852238,Sarah Stevens,NC,HOUSE,90,STEVENS FAMILY LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928923-NC-STEVENS-SARAH-S,Republican,
966,6280,5852238,Sarah Stevens,NC,HOUSE,90,YORK FAMILY LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928923-NC-STEVENS-SARAH-S,Republican,
967,10427,5854884,Jackson Miller,VA,HOUSE,50,"PRIME COMMONWEALTH REALTY, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3931513-VA-MILLER-JACKSON-HUNTER,Not in Open States,
968,6150,5856356,William Jackson,NC,SENATE,10,JACKSON FAMILY INVESTMENTS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
969,6151,5856356,William Jackson,NC,SENATE,10,JACKSON FARMING CO.,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
970,6152,5856356,William Jackson,NC,SENATE,10,JFC PARTNERSHIP LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
971,6153,5856356,William Jackson,NC,SENATE,10,JFC TRANSPORT INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
972,6154,5856356,William Jackson,NC,SENATE,10,MONEY MIZER OF NC LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
973,6155,5856356,William Jackson,NC,SENATE,10,NASH PRODUCE CO.,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
974,6156,5856356,William Jackson,NC,SENATE,10,NORTH CAROLINA AGRICULTURAL PARTNERSHIP LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928717-NC-JACKSON-WILLIAM-BRENT,Not in Open States,
975,5978,5857827,Gale Adcock,NC,HOUSE,41,SAS INSTITUTE INC.,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928342-NC-ADCOCK-GALE-BROWN,Democratic,
976,6248,5860922,A. Gladys Robinson,NC,SENATE,28,PIEDMONT HEALTH SERVICES AND SICKLE CELL AGENCY,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928868-NC-ROBINSON-GLADYS-A,Not in Open States,
977,5989,5865635,Thomas Apodaca,NC,SENATE,48,A+A BONDING AGENCY INC.,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3928359-NC-APODACA-THOMAS-M,Not in Open States,
978,5990,5865635,Thomas Apodaca,NC,SENATE,48,ACCREDITED SURETY + CASUALTY,"MISCELLANEOUS FINANCE, INSURANCE & REAL ESTATE",https://apps.publicintegrity.org/disclosure/documents/3928359-NC-APODACA-THOMAS-M,Not in Open States,
