,cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report,party
2199,2199,6497441,Isaac Choy,HI,HOUSE,23,"ISAAC W. CHOY, CPA INC.",ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3926222-HI-CHOY-ISAAC-W,Not in Open States
2200,2200,6497441,Isaac Choy,HI,HOUSE,23,IWC LLC,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3926222-HI-CHOY-ISAAC-W,Not in Open States
2201,2201,6497441,Isaac Choy,HI,HOUSE,23,K.H. CHOY & ASSOCIATES INC,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3926222-HI-CHOY-ISAAC-W,Not in Open States
2202,2202,6497441,Isaac Choy,HI,HOUSE,23,UKUMARUKU CORP.,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926222-HI-CHOY-ISAAC-W,Not in Open States
2203,2203,6397015,Suzanne Oakland Chun,HI,SENATE,13,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926225-HI-CHUN-OAKLAND-SUZANNE-N-J,Not in Open States
2204,2204,10085366,Richard Creagan,HI,HOUSE,5,FARM,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3926226-HI-CREAGAN-RICHARD-P,Not in Open States
2205,2205,6496241,Ty Cullen,HI,HOUSE,39,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926229-HI-CULLEN-TY,Democratic
2206,2206,6512542,Donovan Cruz Dela,HI,SENATE,22,DTL HAWAII,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926231-HI-DELA-CRUZ-DONOVAN,Not in Open States
2207,2207,13010144,Kalani J English,HI,SENATE,7,J. KALANI ENGLISH CONSULTING INTERNATIONAL,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926234-HI-ENGLISH-J-KALANI,Not in Open States
2208,2208,13010144,Kalani J English,HI,SENATE,7,ULA LLC,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3926234-HI-ENGLISH-J-KALANI,Not in Open States
2209,2209,6397289,William Espero,HI,SENATE,19,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926235-HI-ESPERO-WILLIAM-C,Not in Open States
2210,2210,6401248,Cindy Evans,HI,HOUSE,7,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926237-HI-EVANS-CINDY,Democratic
2211,2211,6696902,Beth Chang Fukumoto,HI,HOUSE,36,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926239-HI-FUKUMOTO-CHANG-BETH,Not in Open States
2212,2212,6512016,Mike Gabbard,HI,SENATE,20,HAWAII TOFFEE TREASURES,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3926241-HI-GABBARD-M-MIKE,Democratic
2213,2213,6512016,Mike Gabbard,HI,SENATE,20,STATE OF HAWAII,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3926241-HI-GABBARD-M-MIKE,Democratic
2214,2214,6512016,Mike Gabbard,HI,SENATE,20,TALOFA SERVICES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926241-HI-GABBARD-M-MIKE,Democratic
2215,2215,6496261,Brickwood Galuteria,HI,SENATE,12,PACIFIC CENTER FOR ECONOMICS,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3926246-HI-GALUTERIA-BRICKWOOD-M,Democratic
2216,2216,6461769,Josh Green,HI,SENATE,3,HAWAII INDEPENDENT PROVIDERS ASSOCIATION (IPA),HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926251-HI-GREEN-JOSH,Democratic
2217,2217,6461769,Josh Green,HI,SENATE,3,"KOHALA HOSPITAL, WATKINS ER GROUP",HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3926251-HI-GREEN-JOSH,Democratic
2218,2218,6481395,Sharon Har,HI,HOUSE,42,BAYS LUNG ROSE & HOLMA,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926252-HI-HAR-SHARON,Not in Open States
2219,2219,6562319,Breene Harimoto,HI,SENATE,16,PEARL CITY FOUNDATION/ MOMILANI COMMUNITY CENTER,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3926255-HI-HARIMOTO-BREENE-Y,Democratic
2220,2220,12999411,Mark Hashem,HI,HOUSE,18,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926256-HI-HASHEM-MARK-JUN,Not in Open States
2221,2221,6511905,Linda Ichiyama,HI,HOUSE,32,LEI CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926259-HI-ICHIYAMA-LINDA-E,Democratic
2222,2222,6511905,Linda Ichiyama,HI,HOUSE,32,PORTER MCGUIRE KIAKONA & CHOW LLP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926259-HI-ICHIYAMA-LINDA-E,Democratic
2223,2223,13011588,S Les Jr Ihara,HI,SENATE,10,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926260-HI-IHARA-JR-LES-S,Not in Open States
2224,2224,13689937,Kaniela Ing,HI,HOUSE,11,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926262-HI-ING-KANIELA,Democratic
2225,2225,6401156,Lorraine Inouye,HI,SENATE,4,ALOHA BLOOMS INC,AGRICULTURAL SERVICES & PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3926264-HI-INOUYE-LORRAINE-RODERO,Not in Open States
2226,2226,6397327,Ken Ito,HI,HOUSE,49,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926265-HI-ITO-KEN,Democratic
2227,2227,12999438,Aaron Johanson,HI,HOUSE,31,OPPORTUNITY ENTERPRISES LLC,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3926269-HI-JOHANSON-AARON-LING,Not in Open States
2228,2228,6514607,Jo Jordan,HI,HOUSE,44,SERVICES INC.,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926271-HI-JORDAN-JO,Not in Open States
2229,2229,6514611,Gilbert Kahele,HI,SENATE,1,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926273-HI-KAHELE-GILBERT,Not in Open States
2230,2230,6514604,Derek Kawakami,HI,HOUSE,14,COMMERCIAL PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926276-HI-KAWAKAMI-DEREK-S-K,Not in Open States
2231,2231,6514604,Derek Kawakami,HI,HOUSE,14,ELEELE ASSOCIATES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926276-HI-KAWAKAMI-DEREK-S-K,Not in Open States
2232,2232,6514604,Derek Kawakami,HI,HOUSE,14,HAUPU ASSOCIATES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926276-HI-KAWAKAMI-DEREK-S-K,Not in Open States
2233,2233,6514604,Derek Kawakami,HI,HOUSE,14,HS KAWAKAMI STORES,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3926276-HI-KAWAKAMI-DEREK-S-K,Not in Open States
2234,2234,6514604,Derek Kawakami,HI,HOUSE,14,MFM INC.,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3926276-HI-KAWAKAMI-DEREK-S-K,Not in Open States
2235,2235,6511845,Coloma S Gil Keith-Agaran,HI,SENATE,5,TAKITANI AGARAN & JORGENSEN LLP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926278-HI-KEITH-AGARAN-GIL-S-COLOMA,Not in Open States
2236,2236,24820529,Jarrett Keohokalole,HI,HOUSE,48,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926281-HI-KEOHOKALOLE-JARRETT-K,Democratic
2237,2237,6496273,Michelle Kidani,HI,SENATE,18,ASSOCIA HI,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926282-HI-KIDANI-MICHELLE,Democratic
2238,2238,13010143,Donna Kim,HI,SENATE,14,LIFEVANTAGE,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3926285-HI-KIM-DONNA-MERCADO,Not in Open States
2239,2239,13689938,Bertrand Kobayashi,HI,HOUSE,19,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926288-HI-KOBAYASHI-BERTRAND-BERT,Democratic
2240,2240,12999440,Sam Kong,HI,HOUSE,33,SAM'S CAB,MISCELLANEOUS TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3926290-HI-KONG-SAM,Not in Open States
2241,2241,13010145,Ronald Kouchi,HI,SENATE,8,BLD LLC,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926291-HI-KOUCHI-RONALD-D,Not in Open States
2242,2242,13010145,Ronald Kouchi,HI,SENATE,8,GARDEN ISLE DISPOSAL INC.,WASTE MANAGEMENT,https://apps.publicintegrity.org/disclosure/documents/3926291-HI-KOUCHI-RONALD-D,Not in Open States
2243,2243,13010145,Ronald Kouchi,HI,SENATE,8,KAUAI HINODE 29 LLC,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3926291-HI-KOUCHI-RONALD-D,Not in Open States
2244,2244,13010145,Ronald Kouchi,HI,SENATE,8,LEAHU LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926291-HI-KOUCHI-RONALD-D,Not in Open States
2245,2245,6496287,Chris Lee,HI,HOUSE,51,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926293-HI-LEE-CHRIS-KALANI,Democratic
2246,2246,13689951,Matthew Lopresti,HI,HOUSE,41,ALOHA CONSULTING LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926295-HI-LOPRESTI-MATTHEW,Not in Open States
2247,2247,13689951,Matthew Lopresti,HI,HOUSE,41,HAWAII PACIFIC UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3926295-HI-LOPRESTI-MATTHEW,Not in Open States
2248,2248,13689934,Nicole Lowen,HI,HOUSE,6,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926299-HI-LOWEN-NICOLE,Not in Open States
2249,2249,6397206,Sylvia Luke,HI,HOUSE,25,CRONIN FRIED ET AL.,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926300-HI-LUKE-SYLVIA-J,Democratic
2250,2250,6562614,Robert Mcdermott,HI,HOUSE,40,"NAVY LEAGUE, HONOLULU COUNCIL",MILITARY,https://apps.publicintegrity.org/disclosure/documents/3926302-HI-MCDERMOTT-ROBERT-C-BOB,Not in Open States
2251,2251,6562614,Robert Mcdermott,HI,HOUSE,40,OHANA POLICY GROUP,CONSERVATIVE POLICY ORGANIZATION,https://apps.publicintegrity.org/disclosure/documents/3926302-HI-MCDERMOTT-ROBERT-C-BOB,Not in Open States
2252,2252,12999399,Angus Mckelvey,HI,HOUSE,10,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926305-HI-MCKELVEY-ANGUS,Not in Open States
2253,2253,6481434,John Mizuno,HI,HOUSE,28,SAPPHIRE RESORTS,LODGING & TOURISM,https://apps.publicintegrity.org/disclosure/documents/3926306-HI-MIZUNO-JOHN,Not in Open States
2254,2254,6511860,Daynette Morikawa,HI,HOUSE,16,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926310-HI-MORIKAWA-DAYNETTE-DEE,Not in Open States
2255,2255,6496312,Mark Nakashima,HI,HOUSE,1,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926312-HI-NAKASHIMA-MARK-M,Not in Open States
2256,2256,6461796,Clarence Nishihara,HI,SENATE,17,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926314-HI-NISHIHARA-CLARENCE-K,Not in Open States
2257,2257,12999415,Scott Nishimoto,HI,HOUSE,21,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926315-HI-NISHIMOTO-SCOTT-Y,Not in Open States
2258,2258,13689941,Takashi Ohno,HI,HOUSE,27,,NONE,https://apps.publicintegrity.org/disclosure/documents/3926317-HI-OHNO-TAKASHI,Democratic
2259,2259,13689929,Richard Onishi,HI,HOUSE,3,KTA SUPER STORES,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3926319-HI-ONISHI-RICHARD-H-K,Not in Open States
2260,2260,13689929,Richard Onishi,HI,HOUSE,3,PUNA PLANTATION LTD.,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3926319-HI-ONISHI-RICHARD-H-K,Not in Open States
2261,2261,13689929,Richard Onishi,HI,HOUSE,3,TMT INVESTMENTS,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926319-HI-ONISHI-RICHARD-H-K,Not in Open States
2262,2262,6397281,Marcus Oshiro,HI,HOUSE,46,HAWAIIAN ELECTRIC INDUSTRIES,ELECTRIC UTILITIES,https://apps.publicintegrity.org/disclosure/documents/3926321-HI-OSHIRO-MARCUS-R,Not in Open States
2263,2263,24820520,Feki Pouha,HI,HOUSE,47,RVP4LIFE LLC,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3926323-HI-POUHA-FEKI,Not in Open States
2264,2264,12999428,Karl Rhoads,HI,HOUSE,29,,NONE,https://apps.publicintegrity.org/disclosure/documents/3924947-HI-RHOADS-KARL,Democratic
2265,2265,6678989,Gilbert Riviere,HI,SENATE,23,,NONE,https://apps.publicintegrity.org/disclosure/documents/3924949-HI-RIVIERE-GILBERT-R-GIL,Not in Open States
2266,2266,13689956,Russell Ruderman,HI,SENATE,2,"ISLAND NATURALS KONA, INC.",FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3924951-HI-RUDERMAN-RUSSELL-E,Not in Open States
2267,2267,13689956,Russell Ruderman,HI,SENATE,2,ISLAND NATURALS MARKET INC.,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3924951-HI-RUDERMAN-RUSSELL-E,Not in Open States
2268,2268,13689956,Russell Ruderman,HI,SENATE,2,"ISLAND NATURALS PAHOA, INC.",FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3924951-HI-RUDERMAN-RUSSELL-E,Not in Open States
2269,2269,13689956,Russell Ruderman,HI,SENATE,2,ISLAND NATURALS PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924951-HI-RUDERMAN-RUSSELL-E,Not in Open States
2270,2270,13689956,Russell Ruderman,HI,SENATE,2,MELODIA LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924951-HI-RUDERMAN-RUSSELL-E,Not in Open States
2271,2271,6397159,Scott Saiki,HI,HOUSE,26,EMI LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924954-HI-SAIKI-SCOTT-K,Not in Open States
2272,2272,6397159,Scott Saiki,HI,HOUSE,26,GALIHER DEROBERTIS ONO,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3924954-HI-SAIKI-SCOTT-K,Not in Open States
2273,2273,6397159,Scott Saiki,HI,HOUSE,26,SAIKI LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924954-HI-SAIKI-SCOTT-K,Not in Open States
2274,2274,24815012,Joy Buenaventura San,HI,HOUSE,4,"JOY A. SAN BUENAVENTURA, ATTORNEY AT LAW",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3924956-HI-SAN-BUENAVENTURA-JOY-A,Not in Open States
2275,2275,6397144,Calvin Say,HI,HOUSE,20,KOTAKE SHOKAI LTD.,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3924959-HI-SAY-CALVIN-K-Y,Not in Open States
2276,2276,6397144,Calvin Say,HI,HOUSE,20,WARABEYA USA DBA TOKYO BENTO NICHIYO,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3924959-HI-SAY-CALVIN-K-Y,Not in Open States
2277,2277,12999460,Maile Shimabukuro,HI,SENATE,21,LEGAL AID SOCIETY OF HAWAII,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3924963-HI-SHIMABUKURO-MAILE-S-L,Not in Open States
2278,2278,6599450,Sam Slom,HI,SENATE,9,SMS CONSULTANTS,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3924965-HI-SLOM-SAM,Not in Open States
2279,2279,6397098,Joseph Souki,HI,HOUSE,8,FEDERAL LAND BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3924967-HI-SOUKI-JOSEPH-M,Not in Open States
2280,2280,6397098,Joseph Souki,HI,HOUSE,8,MAUI SODA CO.,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3924967-HI-SOUKI-JOSEPH-M,Not in Open States
2281,2281,13689946,Gregg Takayama,HI,HOUSE,34,,NONE,https://apps.publicintegrity.org/disclosure/documents/3924969-HI-TAKAYAMA-GREGG,Democratic
2282,2282,6397260,Roy Takumi,HI,HOUSE,35,HAWAII STATE AFL-CIO,GENERAL TRADE UNIONS,https://apps.publicintegrity.org/disclosure/documents/3924972-HI-TAKUMI-ROY-M,Not in Open States
2283,2283,13011589,Brian Taniguchi,HI,SENATE,11,"BRIAN T. TANIGUCHI, ATTORNEY AT LAW",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3924973-HI-TANIGUCHI-BRIAN-T,Not in Open States
2284,2284,13011589,Brian Taniguchi,HI,SENATE,11,HAWAII GOVERNMENT EMPLOYEES ASSOCIATION,PUBLIC SECTOR UNIONS,https://apps.publicintegrity.org/disclosure/documents/3924973-HI-TANIGUCHI-BRIAN-T,Not in Open States
2285,2285,13011589,Brian Taniguchi,HI,SENATE,11,HAWAII QUALIFIED PHYSICIAN NETWORK,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3924973-HI-TANIGUCHI-BRIAN-T,Not in Open States
2286,2286,6599689,Cynthia Thielen,HI,HOUSE,50,BINGLEY LLC,INVESTMENT HOLDING COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3924976-HI-THIELEN-CYNTHIA-HENRY,Republican
2287,2287,6599689,Cynthia Thielen,HI,HOUSE,50,WEST END LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924976-HI-THIELEN-CYNTHIA-HENRY,Republican
2288,2288,6567869,Laura Thielen,HI,SENATE,25,FIRSTONE LLP,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924979-HI-THIELEN-LAURA,Not in Open States
2289,2289,6567869,Laura Thielen,HI,SENATE,25,LILINOE ORCHARD,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3924979-HI-THIELEN-LAURA,Not in Open States
2290,2290,6567869,Laura Thielen,HI,SENATE,25,THIELEN-CHASE LP,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924979-HI-THIELEN-LAURA,Not in Open States
2291,2291,6481467,James Tokioka,HI,HOUSE,15,OCEANIC TIME WARNER CABLE,TELECOM SERVICES & EQUIPMENT,https://apps.publicintegrity.org/disclosure/documents/3924983-HI-TOKIOKA-JAMES-KUNANE,Not in Open States
2292,2292,6478161,Jill Tokuda,HI,SENATE,24,KALLIOPE LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3924985-HI-TOKUDA-JILL-N,Not in Open States
2293,2293,10115160,Clifton Tsuji,HI,HOUSE,2,CENTRAL PACIFIC BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3924988-HI-TSUJI-CLIFTON-K-CLIFT,Not in Open States
2294,2294,24820513,Andria Tupola,HI,HOUSE,43,,NONE,https://apps.publicintegrity.org/disclosure/documents/3924989-HI-TUPOLA-ANDRIA-P,Not in Open States
2295,2295,6401291,Glenn Wakai,HI,SENATE,15,HAWAII COFFEE COMPANY,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3924992-HI-WAKAI-GLENN,Democratic
2296,2296,6401291,Glenn Wakai,HI,SENATE,15,HONGWANJI MISSION SCHOOL,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3924992-HI-WAKAI-GLENN,Democratic
2297,2297,6401291,Glenn Wakai,HI,SENATE,15,NATIONAL KIDNEY FOUNDATION OF HAWAII,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3924992-HI-WAKAI-GLENN,Democratic
2298,2298,6671898,Gene Ward,HI,HOUSE,17,WARD ENTERPRISES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3924995-HI-WARD-GENE,Republican
2299,2299,24816809,Justin Woodson,HI,HOUSE,9,ALOHA DISTRIBUTION ADVANTAGE,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3924997-HI-WOODSON-JUSTIN,Not in Open States
2300,2300,24816809,Justin Woodson,HI,HOUSE,9,WOODSON'S ECO AUTO WASH,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3924997-HI-WOODSON-JUSTIN,Not in Open States
2301,2301,6401313,Ryan Yamane,HI,HOUSE,37,HAWAII PACIFIC UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925000-HI-YAMANE-RYAN-I,Not in Open States
2302,2302,6401313,Ryan Yamane,HI,HOUSE,37,UNIVERSITY OF PHOENIX,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925000-HI-YAMANE-RYAN-I,Not in Open States
2303,2303,12999403,Kyle Yamashita,HI,HOUSE,12,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925003-HI-YAMASHITA-KYLE-T,Not in Open States
2304,2304,6138770,Ako Abdul-Samad,IA,HOUSE,35,CREATIVE VISIONS,WELFARE/SOCIAL WORK,https://apps.publicintegrity.org/disclosure/documents/3925007-IA-ABDUL-SAMAD-AKO,Democratic
2305,2305,23353704,Chaz Allen,IA,SENATE,15,COUNTY ECONOMIC DEVELOPMENT,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3925010-IA-ALLEN-CHARLES-T-CHAZ,Democratic
2306,2306,23353704,Chaz Allen,IA,SENATE,15,TOWING,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3925010-IA-ALLEN-CHARLES-T-CHAZ,Democratic
2307,2307,23353704,Chaz Allen,IA,SENATE,15,WELDING,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925010-IA-ALLEN-CHARLES-T-CHAZ,Democratic
2308,2308,6194166,Bill Anderson,IA,SENATE,3,POLICY ADVISER,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925014-IA-ANDERSON-BILL,Not in Open States
2309,2309,6194166,Bill Anderson,IA,SENATE,3,SMALL BUSINESS OWNER,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3925014-IA-ANDERSON-BILL,Not in Open States
2310,2310,6011801,Marti Anderson,IA,HOUSE,36,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3925017-IA-ANDERSON-MARTI,Democratic
2311,2311,12999559,Robert Bacon,IA,HOUSE,48,RASMUSSEN-BACON FUNERAL HOME & CREMATORY,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925021-IA-BACON-ROBERT,Republican
2312,2312,6045770,Chip Baltimore,IA,HOUSE,47,BFD PUBLICATIONS,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3925024-IA-BALTIMORE-CHIP,Republican
2313,2313,6045770,Chip Baltimore,IA,HOUSE,47,BOONE BANK & TRUST,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925024-IA-BALTIMORE-CHIP,Republican
2314,2314,6045770,Chip Baltimore,IA,HOUSE,47,TPB PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925024-IA-BALTIMORE-CHIP,Republican
2315,2315,6035246,Clel Baudler,IA,HOUSE,20,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3925025-IA-BAUDLER-CLEL,Republican
2316,2316,26755602,Terry Baxter,IA,HOUSE,8,GLOBAL COMPASSION NETWORK,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3925028-IA-BAXTER-TERRY,Not in Open States
2317,2317,11022883,Bruce Bearinger,IA,HOUSE,64,OELWEIN CHAMBER AND AREA DEVELOPMENT,BUSINESS ASSOCIATIONS,https://apps.publicintegrity.org/disclosure/documents/3925031-IA-BEARINGER-BRUCE-D,Democratic
2318,2318,6033809,Jerry Behn,IA,SENATE,24,DEVELOPER,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925033-IA-BEHN-JERRY,Republican
2319,2319,6033809,Jerry Behn,IA,SENATE,24,GRAIN FARMER,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925033-IA-BEHN-JERRY,Republican
2320,2320,6033809,Jerry Behn,IA,SENATE,24,TRUCK DRIVER,TRUCKING,https://apps.publicintegrity.org/disclosure/documents/3925033-IA-BEHN-JERRY,Republican
2321,2321,23353691,Liz Bennett,IA,HOUSE,65,GODADDY,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925037-IA-BENNETT-LIZ,Democratic
2322,2322,6012891,Deborah Berry,IA,HOUSE,62,"OMAR, INC.",MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3925041-IA-BERRY-DEBORAH-L,Not in Open States
2323,2323,6201238,Richard Bertrand,IA,SENATE,7,COMMERCIAL DEVELOPER,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925067-IA-BERTRAND-RICHARD-RICK,Not in Open States
2324,2324,17594135,Brian Best,IA,HOUSE,12,BESTMED RESPIRATORY,PHARMACEUTICALS & HEALTH PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3925069-IA-BEST-BRIAN-L,Republican
2325,2325,17594135,Brian Best,IA,HOUSE,12,WESTERN IOWA SLEEP,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925069-IA-BEST-BRIAN-L,Republican
2326,2326,6031767,Tony Bisignano,IA,SENATE,17,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3925078-IA-BISIGNANO-TONY,Democratic
2327,2327,6019391,Joseph Bolkcom,IA,SENATE,43,OUTREACH & COMMUNITY EDUCATION DIRECTOR,WELFARE/SOCIAL WORK,https://apps.publicintegrity.org/disclosure/documents/3925083-IA-BOLKCOM-JOSEPH-L,Not in Open States
2328,2328,6502887,Tod Bowman,IA,SENATE,29,HIGH SCHOOL TEACHER,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925085-IA-BOWMAN-TOD-R,Democratic
2329,2329,23353680,Darrel Branhagen,IA,HOUSE,55,FARMER,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925087-IA-BRANHAGEN-DARREL,Not in Open States
2330,2330,23353680,Darrel Branhagen,IA,HOUSE,55,LAWYER,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925087-IA-BRANHAGEN-DARREL,Not in Open States
2331,2331,11022872,Chris Brase,IA,SENATE,46,FIREFIGHTER,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3925091-IA-BRASE-CHRIS,Not in Open States
